,ID1,ID2,1-Euclidean Distance
121,208,317,0.9574807621319249
122,208,222,0.9232686103758782
123,208,309,0.9508446169619515
124,254,307,0.7813431950908606
125,254,244,0.8134730005761274
126,254,238,0.7565425006996302
127,254,343,0.9494440754222352
128,254,308,0.9929339514964193
129,254,346,0.8849539785414737
130,254,319,0.980738088539935
131,254,220,0.8605737290733024
132,254,317,0.8849815758012479
133,254,222,0.8193209041318311
134,254,309,0.8332774884189809
135,307,244,0.9487286887092767
136,307,238,0.9453694542063302
137,307,343,0.8805576966851407
138,307,308,0.823310704285926
139,307,346,0.9521391423805319
140,307,319,0.8714076953674892
141,307,220,0.9570903620017416
142,307,317,0.9478338117578624
143,307,222,0.9696356497926955
144,307,309,0.9880003653703081
145,244,238,0.9786720402791294
146,244,343,0.8251200024854886
147,244,308,0.8143039089222055
148,244,346,0.9005851987871455
149,244,319,0.8671226995131837
150,244,220,0.9205662191486187
151,244,317,0.9016031891431252
152,244,222,0.9893131644699249
153,244,309,0.9818646715488781
154,238,343,0.8323693319412104
155,238,308,0.8141855702975921
156,238,346,0.9215508054911302
157,238,319,0.8486851603444192
158,238,220,0.9261919971016427
159,238,317,0.8827179110197979
160,238,222,0.9839847845109881
161,238,309,0.9759464547165865
162,343,308,0.9730904312101866
163,343,346,0.9180132495499425
164,343,319,0.988864643726754
165,343,220,0.8828446937031156
166,343,317,0.9156289415608703
167,343,222,0.8213800415958501
168,343,309,0.8587095891342814
169,308,346,0.89314320922454
170,308,319,0.9397602521476089
171,308,220,0.8743407753064603
172,308,317,0.9257655468376356
173,308,222,0.8028813649145403
174,308,309,0.8252950584974952
175,346,319,0.9156875245109473
176,346,220,0.9691013672352615
177,346,317,0.9672226997808393
178,346,222,0.8758174556671313
179,346,309,0.9308957128426637
180,319,220,0.9077587156038035
181,319,317,0.8802884582915785
182,319,222,0.8561968543033641
183,319,309,0.8886028647588071
184,220,317,0.9653088195281222
185,220,222,0.9250123692340382
186,220,309,0.9773495297500278
187,317,222,0.9268290354302517
188,317,309,0.9607669051300091
189,222,309,0.9749633119756241
